Winner,Loser,Hyper_Topic
Social media can be used to quickly mobilize large numbers of people for good after disasters or personal tragedies as seen in the many charitable gofundme campaigns.,Social media democratizes access to information and exchange of ideas between individuals. This promotes community awareness of their current situation and future possibilities.,Social media
"Social Media brings more good than harm based on what you are looking for and what level of information you are willing to share, example, they can centralize your trusted news source.",Social media reduced the gap between public and government services. Public are able to reach out to authorities quickly and able to find solutions for them,Social media
Social media helps us connect to people all around the world.,Social Media connecting people on the whole world.,Social media
Many of us are too shy to engage in public discussions. Social media allows us to be part of debates by allowing us to carefully choose our words and hone our explanations before we express them.,"I think it depends on the platform. Example - I find out information on business much sooner than I used to before. As a customer, I am able to express satisfactions/concerns more directly and timely also.",Social media
"Social media, as we know, is the platform for multiple people across the globe who want their voices and opinions to be heard, which is a constructive thing altogether should we be tolerant towards everyone's opinions.","Social media helps us find people with similar goals to our own, and provides tools to encourage each other towards attaining our goals. Look at health trackers, and Facebook groups, Twitter hashtags.",Social media
Social media helps the elderly feel less isolated.,SM often lets people pretty far away to interact or exchange info.,Social media
"Social media gives a voice to everyone, without any distinction",Helps in spreading awareness on key social issues,Social media
"Social media is the new way to communicate with the world. It is not more harm than good, because Socia Media is the new future of the communication. In Internet doesn't exist the villages, only capitals.","Due to social Media, lots of business are set up online, bringing choice and low prices and compare quality. Businesses can find a market for their goods and services in a cost-effective way, globally.",Social media
Part of being a human being is feeling connected. Social media helps keep us from becoming isolated as we age and our social contact wanes.,ability to express oneself without fear has allowed more and more folks to raise awareness on topics ignored by the mainstream media,Social media
"Social media allows people to stay in touch, even though they live in opposite parts of the world.",Social media when used responsibly can be a boon to one and all,Social media
Social media makes it easy to see the latest updates from friends and news outlets that I am interested in.,You'll never forget friends bithday as social network reminds you of that event.,Social media
SM often lets people pretty far away to interact or exchange info.,Dog fail videos are hilarious and boost the spirits of people who watch them. Laughter is the best medicine.,Social media
"Due to social Media, lots of business are set up online, bringing choice and low prices and compare quality. Businesses can find a market for their goods and services in a cost-effective way, globally.",The easiest way to know about what is going on in the world is with social media. Social movements like #MeToo thrived on social media. Could not have done it otherwise.,Social media
Social media allows people from around the world to connect,"For business promotions, social media is a better and cost effective platform.",Social media
"Social media is the world in a platform. People love to talk,opine share,appreciate each other since time immemorial. Social media brings them closer, form groups, stay connected and enjoy togetherness in all inclusive manner.",Social media doesn't bring harm. It is users using it for private. It is good for instant messaging and crowdsourcing. What if we had the tool that could determine if a message is private?,Social media
"At times of Natural Disasters like floods, earth quakes etc. Social media provides a channel that can be used to help track humans in need of help.",Social media depends on how individuals use. This means that we have many opportunities to gain various benefits from SM.,Social media
Social Media enables those who are less confident to better contribute to society,"twitter is good actually, check out the hell dude",Social media
social media has provided a platform where the voices of unheard can be heard,Trends of social behavior can be studied for business purposes and generating new product ideas.,Social media
"Social media has opened up a different world and has brought economic, social and cultural benefits to the world. Openness and transparency have increased as a result of social media",It is easy to show some information to people (and it is simple to select the target audience) then it is not needed to talk about the same thing more than once,Social media
"Social media is simply enabling communication, which is always a good thing.",Obtain relevant advertising based on social media searches and posts.,Social media
"Social media provides a venue, unlike no other, without many typical constraints people have thereby allowing for more frequent, open and honest opinion.",There are times when old acquaintances or distant relatives reconnect because they are both visible on a Social Media Platform. Sometimes these reconnections are meaningful.,Social media
Part of being a human being is feeling connected. Social media helps keep us from becoming isolated as we age and our social contact wanes.,"and had no idea about this city but thanks to facebook (pune(flat and flatmates), people guided my with the places i can dwell in",Social media
"Social media enables us to keep in contact with friends and family, even if just seeing photos and life updates.",Social media provides easier access to relatives and friends that were lost out of sight,Social media
Social media can be a boon in event of disasters. It has been during many disasters that effective usage of social media could save lives or spread rightinformation to right people,social media enables you to share your work more easily and this way you get more attention and recognition. There are a lot of music talents that came strait out of social media,Social media
social media is succeeding in bringing people who are physically apart,Obtain relevant advertising based on social media searches and posts.,Social media
Social Media allows people to be informed quickly and efficiently.,Brings together people towards a common cause which cannot be easily done via traditional methods,Social media
Social Media allows to connect people around the globe as easy as it can be.,social media connects people in a way no other communication method has ever did,Social media
"Social Media allows families to remain connected whilst separated. Parents to understand their children, and friends to keep in touch.",Social Media allows to connect people around the globe as easy as it can be.,Social media
Social Media helps connect people with the content that is most relevant to them.,"Communication via Social Media is cheaper and faster than traveling, or snail mail.",Social media
Social media can allow citizens to voice their opinions publicly by bypassing the old media which is controlled by interest groups.,By Design Social media is good it is became broader but less engaging people,Social media
There are times when old acquaintances or distant relatives reconnect because they are both visible on a Social Media Platform. Sometimes these reconnections are meaningful.,"There is a lot that can be learned and discovered on social media, and often it is easier to find things on social platforms than on the internet",Social media
Social media democratizes access to information and exchange of ideas between individuals. This promotes community awareness of their current situation and future possibilities.,"Social media promotes engagement and can be a good outlet for shutins or others, such as the socially awkward who struggle with in person interaction.",Social media
"Social media assists the lonely in providing them ways, at least partially, of not being alone",Easy to build communities with people with whom you share the same interests ie. work community or housing area community,Social media
Communication is a breeze with social media. What would take forever to disseminate takes exponentially less time to get across the globe.,"You want to showcase your talent just present it on social media platforms ,you can get a direction for your career path.",Social media
Social media opens doors to new communities that can lend people an increased sense of purpose.,"With social media, we are no longer at the mercy of editors of mainstream media or enthusiastic censors.",Social media
"Social media allows for people to connect that otherwise would lose touch, and the more connected we are to the world, the more we care about it.","You can post your creative skills through videos, photos and display your skills to the whole world through social media.",Social media
Social media is an instrument that provides the right to normal people to get connected to powerful politicians and people to directly interact. This medium was no there before.,"If you know how to filter data on social media, the good is increased. Such as: bring people together, you can meet others with same interest. Work together. Build good solutions for the world",Social media
Social media provides a social cohesion if like-minded people find each other and take positive action together,social media connects people in a way no other communication method has ever did,Social media
Social media helps keep in contact with distant friends all over the world. Gives us a feeling of connection to people in different time zones and locations.,Research shows that the number of social connections one has is directly related to one's happiness and social media increases connections online.,Social media
"Social media, if rightly used, can help in connecting with people who can help both personally and professionally.",A low bar of entry makes it easy to share information to a large group of audience.,Social media
It is a great way to keep up-to-date on family and friends.,Social media itself can foster active discussion around topics of mutual interest.,Social media
"Due to social Media, lots of business are set up online, bringing choice and low prices and compare quality. Businesses can find a market for their goods and services in a cost-effective way, globally.",social media enables you to share your work more easily and this way you get more attention and recognition. There are a lot of music talents that came strait out of social media,Social media
"SM brings the information, knowledge that you can never have before, the news feed is based on what you're interested in &amp; the people you follow, so it's you who decide whether it's harmful or not",Social Media supports a plethora of niche interests. It's a novelty to connect with people who have very similar interests to me. They become my FAVORITE people to talk to.,Social media
Professional social media sites allow people the opportunity to make connections with others in their industry to share ideas and employment opportunities.,"Social media allows us to see posts from our elected officials, this direct communication in theory allows the voter to see which candidate best represents their views.",Social media
Social media do allow people to re-connect valuable relationships both in personal life and in business.,"Social media provides a venue, unlike no other, without many typical constraints people have thereby allowing for more frequent, open and honest opinion.",Social media
"Social Media allows rapid access to information. Much faster than traditional media like print. For time sensitive information like natural disasters and accidents, this is especially important.",social media enables you to share your work more easily and this way you get more attention and recognition. There are a lot of music talents that came strait out of social media,Social media
Social media is connecting people all over the world and making information travel faster than ever before.,"You want to showcase your talent just present it on social media platforms ,you can get a direction for your career path.",Social media
Social media allows the world to connect in ways never imaginable,It is a great way to keep up-to-date on family and friends.,Social media
"Those who feel isolated or alone in their beliefs, lifestyle, physical distance, etc. can find others who share their values. People can find a supportive community where they may not have such support elsewhere.","Families leave such separate lives in distant places that they often lose the feeling of family. Having social media available, lets families and friends reunite even though it is only superficially.",Social media
Social Media has helped saved many lives by immediately connecting with support systems and reaching out for timely help,Social media let you find information or people just with a click,Social media
Part of being a human being is feeling connected. Social media helps keep us from becoming isolated as we age and our social contact wanes.,Social Media allows to equally and exponencially distribute knowledge among the people in a non-costly and timeless way,Social media
"Social media is a very effective tool for mobilizing disorganized individuals into various forms of protest, either online or on the streets. This gives significantly more power to citizens and improves democracy and accountability.","If you know how to filter data on social media, the good is increased. Such as: bring people together, you can meet others with same interest. Work together. Build good solutions for the world",Social media
"In our modern world, many of us are geographically separated from family and childhood friends. Social media helps us to remain in contact in a way that was not possible in the past.","Social media allows for people to connect that otherwise would lose touch, and the more connected we are to the world, the more we care about it.",Social media
"Social media enables us to keep in contact with friends and family, even if just seeing photos and life updates.",You can have access to specialised information very easily thanks to what is shared by your contacts.,Social media
Social media helps to overcome people's loneliness. E.g.: Elder people...,Social media can easily be used to reach a large audience,Social media
"Thanks to social media, in the time of natural disaster, it has become a handy tool. It has made people to get connected easily. Social movements like Nirbhaya became more effective thanks to Social Media.","How easy it is now, to share what I want to share, and what I want to see. If I am a sane person, I can still use the platform judiciously.",Social media
Social media allows for quick diffusion of public health and safety information during crisis events.,Social media is a platform for information sharing that is not as easily manipulated by government as traditional media.,Social media
Social media helps people connect and keep in touch who otherwise would not have done so,Social media depends on how individuals use. This means that we have many opportunities to gain various benefits from SM.,Social media
Social media allows us to connect with people all over the world and brings communication through different mediums allowing people to express themselves in different ways than ever before.,I witnessed Social media significant contributions to bring democracy and free speech to my beloved Tunisia when it was governed by dictators for way too long. Thus Social media brings more good than harm.,Social media
"You can post your creative skills through videos, photos and display your skills to the whole world through social media.","If one understand their accountability and responsibility of their own activities, it reaps benefits.",Social media
Social Media helps to ensure that people who are forced to stay at home can be online and stay connected.,There are good lessons learnt can be used for better purpose and quick benefit of the society using social media.,Social media
"Social media is a way for long-lost friends, classmates or family members to reconnect.",Social media allows people from around the world to connect,Social media
Part of being a human being is feeling connected. Social media helps keep us from becoming isolated as we age and our social contact wanes.,"Like it or not Social Media is part of living in 2018. Sure it has problems, yes it has advantages and my 2 cents is everything in moderation.",Social media
Social Media allows for convenient and less expensive cross border communication between separated families encouraging more closeness over distance,The social nature of social media helps to remove bias from news.,Social media
"Social media allows people to connect with likeminded individuals from anywhere in the world. This gives people more fulfillment in their lives, and is especially important for minorities who suffer from varying degrees of oppression.","The internet gives millions of people access to information they would not otherwise have had, which is a huge benefit. Most people are not that easy to fool.",Social media
"Social media and related communication technologies allow people to keep in touch with friends and family across long distances, which generally strengthen friendship ties.",It is a good tool to bring friends and family together. Value is in identifying lost friends.,Social media
Social media is a great way to keep in touch with friends and family.,Social Media created a platform to bring relatives closer and more connected.,Social media
"Social media promotes engagement and can be a good outlet for shutins or others, such as the socially awkward who struggle with in person interaction.",Social media can help small brands and artists grow their businesses by connecting them to those interested in their products.,Social media
Social media is great for sharing photographs with friends and family.,You can find contacts with specific skills very easily.,Social media
"Social media can help people maintain connections with people and groups such as old school classmates and former neighbors, expanding their social connections.","When used to communicate important safety and security information, whether nature or man made events, social media is helpful. But personal info security needs significant improvements.",Social media
Social media provides a platform for friends and family to easily and efficiently post updates in one place that everyone connected to them can then consume,"With social media, we can keep ourselves abreast. It's up to individual what to follow and what not to follow, what to believe and what not to believe.",Social media
Social media is good because it provides us perspective around the world which we ourselves may sometime lack.,New ways to consume media inspires new content on each respective platforms,Social media
Social media helps family members stay in touch with one another.,Social media reaches many user groups that would otherwise not have been addressed.,Social media
It gives us an opportunity to connect with people who have not been keeping touch for a long time.,Sharing on social media can be a lot of fun for sharers and audience,Social media
"Social media is great, it allows me to stay in touch with many friends.",Social media has reduced the cost of marketing for companies.,Social media
"Social media allows to explore virtually any interest, connection, creed and people knowledge without biased or restriction of any kind, openly.",Sharing on social media can be a lot of fun for sharers and audience,Social media
"In our modern world, many of us are geographically separated from family and childhood friends. Social media helps us to remain in contact in a way that was not possible in the past.","Social media allows anyone with internet access to have a voice. Not everyone can speak on TV or write for a newspaper, but social media allows multitudes to post their thoughts and ideas.",Social media
Social media was used during terror attacks to help save lives,"Find long lost friends, and family with social media.",Social media
Social media helps reconnect with past friends. I was able to reconnect with a childhood best friend not seen in years shortly before he died. For that I am grateful.,"I think it depends on the platform. Example - I find out information on business much sooner than I used to before. As a customer, I am able to express satisfactions/concerns more directly and timely also.",Social media
Social media is connecting people all over the world and making information travel faster than ever before.,"Best way of timepass. You will get stuffs from all around the world starting from jokes, news, update on your friends.",Social media
People can see more details about you and can judge positively,"twitter is good actually, check out the hell dude",Social media
"Social media allowed important movements like 11-M, in Spain, which gave more voice to the people",I am able to connect with far-away relatives lifes. Independent of time of day.,Social media
Social Media allows for convenient and less expensive cross border communication between separated families encouraging more closeness over distance,Social media can help small brands and artists grow their businesses by connecting them to those interested in their products.,Social media
Social media allows people to find and connect to old friends and relatives that they haven't seen in a long time.,By Design Social media is good it is became broader but less engaging people,Social media
Social media helps to overcome people's loneliness. E.g.: Elder people...,Social platforms provide society the means to generate support for a genuine cause when the need arises.,Social media
Social Media has a positive impact on marketing for clients. It is inexpensive and hits the masses.,Sharing on social media can be a lot of fun for sharers and audience,Social media
"Social media is extremely useful in connecting people to each other and vital, potentially lifesaving information during an emergency.",Social media is a platform for information sharing that is not as easily manipulated by government as traditional media.,Social media
"Social media provides a venue, unlike no other, without many typical constraints people have thereby allowing for more frequent, open and honest opinion.","Many a times it happened that, different consumer companies are addressing your complain quicker when it is posted on social media, rather than going through formal process.",Social media
Social media helps the elderly feel less isolated.,It is a great way to keep up-to-date on family and friends.,Social media
"Best way to remain connected to your family, friends and all near and dear ones.",social media opened up new options to advertise our business,Social media
Social media allows people from around the world to connect,It is a good tool to bring friends and family together. Value is in identifying lost friends.,Social media
"Social media, if rightly used, can help in connecting with people who can help both personally and professionally.",You can have access to specialised information very easily thanks to what is shared by your contacts.,Social media
Social Media has provided platform for cultural globalization. with social media not people connect across globe and different cultures and are able to understand each culture much better.,"Social media is a natural extension of the way people have always interacted freely with each other, thus it can only bring good outcomes",Social media
Social media can be used to communicate important information to a wide audience. Like informing friends and family know about major life events.,"When used to communicate important safety and security information, whether nature or man made events, social media is helpful. But personal info security needs significant improvements.",Social media
Social media can help shy or closed in people reach out and establish electronic relationships with others.,"Social media is a natural extension of the way people have always interacted freely with each other, thus it can only bring good outcomes",Social media
"Due to social media, businesses are compelled to provide better and timely customer support.",Social media helps individuals build a public image,Social media
Social media has connected the world on a scale beyond any form of communication in the past.,Social media can help small brands and artists grow their businesses by connecting them to those interested in their products.,Social media
"Social media can help people maintain connections with people and groups such as old school classmates and former neighbors, expanding their social connections.",Social Media supports a plethora of niche interests. It's a novelty to connect with people who have very similar interests to me. They become my FAVORITE people to talk to.,Social media
Social media allows people to keep in touch with their loved ones who are far away from them.,Social media helps people connect and keep in touch who otherwise would not have done so,Social media
Social media allows people from across the globe to interact with each other in ways that could not have been possible before.,You can have access to specialised information very easily thanks to what is shared by your contacts.,Social media
It helps people to know about happenings on the world without a bias from media,social media opened up new options to advertise our business,Social media
"Social media allows citizens to voice their opinions and rally around causes without requiring the old media, which is often controlled by specific interest groups.",A person can learn to critically analyze the content and motivations from a safe place without having to actively participate.,Social media
social media helped the #metoo movement and changed the conversation for women in the workplace,Social Media make personal world wide and bring person to unknown world,Social media
Social media helps connect you with friends and family across the world,Social media has enabled discovery of interests participants may not even have known they have,Social media
Social media makes it much easier to stay in touch with friends and family who are geographically separated.,Social media can be used to gain public support on issues that can influence better decision making,Social media
Professional networking sites greatly assist companies to find personnel and job seekers to find work.,Social media depends on how individuals use. This means that we have many opportunities to gain various benefits from SM.,Social media
"Social media is a natural extension of the way people have always interacted freely with each other, thus it can only bring good outcomes",Dog fail videos are hilarious and boost the spirits of people who watch them. Laughter is the best medicine.,Social media
Social media makes it easy to see the latest updates from friends and news outlets that I am interested in.,The harms of social-media will generally pale before the benefits because unwanted communication is so easy to block.,Social media
Social media can be a boon in event of disasters. It has been during many disasters that effective usage of social media could save lives or spread rightinformation to right people,"SM brings the information, knowledge that you can never have before, the news feed is based on what you're interested in &amp; the people you follow, so it's you who decide whether it's harmful or not",Social media
Social networks can help connect people who are geographically apart,Helps in knowing out the diffrerent issues over the globe,Social media
Social media allows me to find people with similar interests,Trends of social behavior can be studied for business purposes and generating new product ideas.,Social media
Social Media is a convenient means of eliciting the feelings of people and also understanding the impact of events on the populace,Social media has lots of useful real time data &amp; information. If use wisely you can gain knowledge in short time.,Social media
Social media opens a new way of interacting with other people and removes bias,A person can learn to critically analyze the content and motivations from a safe place without having to actively participate.,Social media
"Social media is simply enabling communication, which is always a good thing.",You can find contacts with specific skills very easily.,Social media
Social media helps keep in contact with distant friends all over the world. Gives us a feeling of connection to people in different time zones and locations.,"Families leave such separate lives in distant places that they often lose the feeling of family. Having social media available, lets families and friends reunite even though it is only superficially.",Social media
People can connect to other people they know or who have similar interests,It connects the world in a way that change for good can take hold faster.,Social media
"Social media has given minorities a safe and discreet place to meet and discuss issues important to them. It has empowered these groups to demand changes in real life, making society better and safer for all.",Social media platforms allow to more transparency of information as it reduces dependency on a small elite groups that see themselves as the owners of the truth for society.,Social media
Social media can help shy or closed in people reach out and establish electronic relationships with others.,Social media can easily be used to reach a large audience,Social media
Social media embrace the fact that information should be free to share and allow people to express themselves.,It is easy for small businesses to create a social media page and advertise themselves rather than needing to develop a special web site.,Social media
Social media provides easier access to relatives and friends that were lost out of sight,Social media is a platform for information sharing that is not as easily manipulated by government as traditional media.,Social media
Social media helps people share about their lives and connect with others.,Social media helps to overcome people's loneliness. E.g.: Elder people...,Social media
"They do more good than harm. The benefits of social media through interconnectivity, social empathy far outweigh the negative tendencies of some users",There are good lessons learnt can be used for better purpose and quick benefit of the society using social media.,Social media
Social media can help shy or closed in people reach out and establish electronic relationships with others.,"Social media is simply enabling communication, which is always a good thing.",Social media
Social media reduces loneliness of people who are socially isolated.,it is yet another mean of contact with friends,Social media
Research shows that the number of social connections one has is directly related to one's happiness and social media increases connections online.,Social media is a reflection of the real world which brings good and bad. On the whole it brings the world closer together.,Social media
"Social media helps people get informed and connect, without the fuss of having to contact all of your friends and family every day or week.",A person can learn to critically analyze the content and motivations from a safe place without having to actively participate.,Social media
"Social media makes the world flatter, connecting us with people, cultures and experiences we would have never encountered otherwise.","Freedom of speech, this is what social media is all about, we must let people freely express their ideas, opinions",Social media
"Social media creates a platform to support freedom of speech, giving individuals a platform to voice their opinions and interact with like-minded individuals where they otherwise may not have had one.","The internet gives millions of people access to information they would not otherwise have had, which is a huge benefit. Most people are not that easy to fool.",Social media
"Social media connects billions of people and has provided an extra tool for communication to family, friends and loved ones. By design, it is a mostly a tool for good not for nefarious purposes.",It is easy to show some information to people (and it is simple to select the target audience) then it is not needed to talk about the same thing more than once,Social media
Social media allows people to find and connect to old friends and relatives that they haven't seen in a long time.,"Social media is a manifestation of human communication itself, and, given proper privacy rules may remain to be one accellorator of democracy.",Social media
Social media can allow friends and family members to more actively stay aware of each other's life events.,It helps people to know about happenings on the world without a bias from media,Social media
Social media has brought about information at our fingertips - helping us find the right contact via media such as LinkedIn,Social media as a way to learn more about diverse life styles from people of different backgrounds,Social media
"Social media helps us find people with similar goals to our own, and provides tools to encourage each other towards attaining our goals. Look at health trackers, and Facebook groups, Twitter hashtags.","Though it may cause or enable vanity, social media connects families from all over the world and if it is used carefully, it can be a wonderful tool for communication.",Social media
Keeps people in touch in ways they weren't able to before.,Anything that connects people together cant be bad,Social media
Social media helps the elderly feel less isolated.,Social media reaches many user groups that would otherwise not have been addressed.,Social media
Social media is a direct platform to interact with the end user who could be the person based on the need which makes the things happen so quickly compared to manual effort.,IT OPENS UP YOUR MIND TO PUBLIC/FRIENDS- WHICH REFRESH YOU PSYCHOLOGICALLY CHANGES THE NATURE OF A PERSON FOR HONESTY AND GOOD VALUES ONCE PEOPLE SUPPORT THE GOOD WORK.,Social media
Social media opens a new way of interacting with other people and removes bias,Social media has lots of useful real time data &amp; information. If use wisely you can gain knowledge in short time.,Social media
Social media fosters connection in this high paced society and being social animals we need to be connected to others with similar or opposing ideas. It helps in evaluating both pros and cons of any matter.,"The good far outweighs the negative. Social media is novel and evolving, which is scary. However, the benefits of linking people, business, and institutions together are enormous and are changing the world for the better.",Social media
"Social media is a good way of keeping track and up today with the happenings of friends, family, and colleagues over time.",Social media allows charitable organizations to show their work and stay connected with both those that support them and those who may be interested in supporting them.,Social media
Social media provides great scope for innovation where it is easy to collaborate and brainstorm on different ideas.,Social media allows people to follow their idols and their whereabouts.,Social media
Social Media allows people to be informed quickly and efficiently.,Information spread is faster than traditional way and it is less regulated.,Social media
Social networks are a non-intimidating way for people with social anxiety to connect with others,"You can post your creative skills through videos, photos and display your skills to the whole world through social media.",Social media
"Social media gives a voice to everyone, without any distinction",Network with employees of other companies for mutual benefit.,Social media
Social media is a great way to keep in touch with friends and family.,Social media has reduced the cost of marketing for companies.,Social media
Social media helps in being upto date with the developments that are happening all around the world. And how to update ourselves with the world as it evolves.,"Social media enables interactivity with the mass media. For example, television is a one-way medium. Social media + television provides a feedback mechanism.",Social media
"Social media allows anyone with internet access to have a voice. Not everyone can speak on TV or write for a newspaper, but social media allows multitudes to post their thoughts and ideas.",A good platform for a common man to reach to their leaders to raise voice for noble cause. Which was near to impossible in past. It should be tied to policy and guidelines to avoid misuse.,Social media
Social media help to bring people who may physically not be able to see on a regular basis to keep in touch and have at least a general view on how things are going.,Social media is and added advantage in creating international policies based on the events for government. and finding new markets for corporates like how trades and cross border currency are impacted,Social media
Social media provides a platform for those who would never be heard otherwise to make their views known.,Social media has lots of useful real time data &amp; information. If use wisely you can gain knowledge in short time.,Social media
"Social media gives a voice to everyone, without any distinction",Social Media make personal world wide and bring person to unknown world,Social media
Professional social media sites allow people the opportunity to make connections with others in their industry to share ideas and employment opportunities.,"With social media, we can keep ourselves abreast. It's up to individual what to follow and what not to follow, what to believe and what not to believe.",Social media
Social media allows people to stay in touch with those who are far away and maintain meaningful relationships with others than in the past would have been lost.,"Though it may cause or enable vanity, social media connects families from all over the world and if it is used carefully, it can be a wonderful tool for communication.",Social media
"SM brings the information, knowledge that you can never have before, the news feed is based on what you're interested in &amp; the people you follow, so it's you who decide whether it's harmful or not","Used correctly and with a critical eye as to what one is reading, social media can keep distant friends 'involved' in our lives; they can stay up to date with your latest adventures.",Social media
Social media allows the world to connect in ways never imaginable,Social Media allows you to see pictures of far away relatives quickly.,Social media
"Social media enables us to keep in contact with friends and family, even if just seeing photos and life updates.",By Design Social media is good it is became broader but less engaging people,Social media
Social Media gives business platform to interact with their customers faster.,SM often lets people pretty far away to interact or exchange info.,Social media
Social media helps people to better understand all of the various points of view on a topic - allowing them to make decisions that are good for more people.,Social media is s sea full of opportunities for new creative professions also an interesting and flexible platform to express our views which empower us as well as keep us informed .,Social media
"Provides a platform for all kinds of connections to occur. These kinds of platforms have brought families, various groups and other common denominations together that would not have been possible.","Like it or not Social Media is part of living in 2018. Sure it has problems, yes it has advantages and my 2 cents is everything in moderation.",Social media
"Social media allows people to connect with likeminded individuals from anywhere in the world. This gives people more fulfillment in their lives, and is especially important for minorities who suffer from varying degrees of oppression.",Social media allows for information to be distributed quickly to a community you establish; the rate of speed allows for group assistance (looking to borrow something) and share breaking information (traffic jams); you control the community.,Social media
Social Media enables those who are less confident to better contribute to society,Anything that connects people together cant be bad,Social media
"Social media allows us to see posts from our elected officials, this direct communication in theory allows the voter to see which candidate best represents their views.",It is easy for small businesses to create a social media page and advertise themselves rather than needing to develop a special web site.,Social media
"Social media enhances a person's ability to locate and participate in groups of likeminded people for hobbies, religion, current events, politics and other human interests.",Social media are an ideal platform for brands to spread their messages in an other way and to build on the reach of the influencers on such media.,Social media
Social media can be a boon in event of disasters. It has been during many disasters that effective usage of social media could save lives or spread rightinformation to right people,"Social media is very helpful to keep in touch with people, which was otherwise very difficult. We are able to send messages to specific groups of people and interact with them easily.",Social media
Social media is a good platform for people to stay in touch and on top of trends.,Social Media allows you to see pictures of far away relatives quickly.,Social media
Social Media can help inform people about the things that happen in the world. People spend the best part of their days in it and the majority of news they see were seen through social media,The only advantage of Social media is to express our thoughts at anytime. World has become small and you will be able to connect all leading people in the world.,Social media
"An ability to locate common interest groups, local or otherwise. A quick way to catch up with friends, due to our busy lives.","You want to showcase your talent just present it on social media platforms ,you can get a direction for your career path.",Social media
Social media has brought about information at our fingertips - helping us find the right contact via media such as LinkedIn,"You want to showcase your talent just present it on social media platforms ,you can get a direction for your career path.",Social media
"Social media connects billions of people and has provided an extra tool for communication to family, friends and loved ones. By design, it is a mostly a tool for good not for nefarious purposes.","I think it depends on the platform. Example - I find out information on business much sooner than I used to before. As a customer, I am able to express satisfactions/concerns more directly and timely also.",Social media
Social media allows you to find people with common interests.,Social Media connecting people on the whole world.,Social media
"With social media, we are no longer at the mercy of editors of mainstream media or enthusiastic censors.",Social media can be fun and informative when used as such,Social media
Social platforms provide society the means to generate support for a genuine cause when the need arises.,The social nature of social media helps to remove bias from news.,Social media
Social media gives everyone a voice and right to express their opinion on an equal setting,Its a great platform to reach masses and make a larger impact in society,Social media
"Social media makes the world flatter, connecting us with people, cultures and experiences we would have never encountered otherwise.","Social media allows people to keep in touch with many weak ties, and thus increases their social capital",Social media
"Social media allowed important movements like 11-M, in Spain, which gave more voice to the people",Its a good way to make money reducing expenses,Social media
Social Media gives business platform to interact with their customers faster.,People can see more details about you and can judge positively,Social media
"Social media enhances a person's ability to locate and participate in groups of likeminded people for hobbies, religion, current events, politics and other human interests.",It is easy to show some information to people (and it is simple to select the target audience) then it is not needed to talk about the same thing more than once,Social media
