Winner,Loser,Hyper_Topic
"Individuals should have the ability to do or consume anything which doesn't cause direct, considerable third party harms, which includes meat consumption and refusing vegetarianism.","vegetarianism is morally wrong because the many animals now in captive will be released and won't be able to live in nature, so they will die",Vegetarianism
"We should not adopt vegetarianism because many people would not have access to healthy substitutes for meat, so their nutrition would decline.","Animals can be raised in more climates than individual types of vegetables, making food more accessible for dry, arid countries that do not adopt vegetarianism.",Vegetarianism
Cultures that evolved through fishing and local harvest would be devastated if they could not consume meat and were forced to be vegetarians.,"Animals can be raised in more climates than individual types of vegetables, making food more accessible for dry, arid countries that do not adopt vegetarianism.",Vegetarianism
You do not have to adopt vegetarianism to protect the environment. You can eat chicken that pollutes less or just eat a little meat.,Many people believe meat tastes better than vegetables and they should be able to decide what they would want to eat and should not be forced to be vegetarian.,Vegetarianism
The government is expressing power over people's bodies in an illegal way by removing a massive swath of potential food items from being considered by forcing vegetarianism on its citizens.,"Animal waste is an important tool for creating natural fertilizer and keeping land arable, which would be difficult to maintain under enforced vegetarianism.",Vegetarianism
"Meat is very healthy, for everyone, proven in many studies around the world over the last hundreds of years. vegetarianism takes away this opportunity from humans of getting healthier and stronger.",The meat industry is employing millions of people who will lose their jobs if we forego meat at once. We should prioritize the meat industry human workers over animals.,Vegetarianism
Vegetarianism is not healthy for pregnant woman because they don't get enough nutrients.,"Meat eating is am important part in many traditions holidays and religions,there for we can't adopt vegetarianism",Vegetarianism
Vegetarian diets are difficult to follow and may cause individuals to skip meals if they can't find vegetarian options.,adopting vegetarianism will create a black market of meet industry. the markets will be controlled by gangs similar to the prohibition period in 1930s.,Vegetarianism
"Most people who adopt vegetarianism, do it without supervision and hurt themself beasue if it, for example lack of Iron or portion","In food deserts, meat is more accessible than a diversity of vegetarian cuisine and ingredients.",Vegetarianism
"Animals are easier to ship around the world, as they do not need to be slaughtered until they are received, leading to less spoilage, making vegetarianism worse for food preservation.","We should not adopt vegetarianism because most people do not want to, and the legitimacy of a policy rests with the public will.",Vegetarianism
"Vegetarianism is prone to protein, vitamin B12, Zinc, and other important chemical deficiencies, making meat inclusive diets healthier.",some people will loose the joy in eating. a joy that is known to be important for many people life's.,Vegetarianism
Attempting to enforce vegetarianism would create a black market for meat that has less safety regulation on the sale of meat and no protections for workers.,"The meat industry sustains a huge population of animals that are unfit to survive in the wild. If a large portion of the population becomes vegeterian, these animals will be killed.",Vegetarianism
Vegetarian diets are difficult to follow and may cause individuals to skip meals if they can't find vegetarian options.,"Agricultural crop fields also kill animals, so vegetarianism doesn't actually save animal life.",Vegetarianism
"Many religions require the consumption of meat on certain holy days, making enforced vegetarianism a violation of religious freedom.","Although vegetables are cheaper, a lot of people don't know how to prepare filling and nutritious meals without meat, making vegetarianism unfeasible for many people.",Vegetarianism
Animals have not demonstrated cognition or societies and are therefore not deserving of moral standing through vegetarianism.,"Meat is delicious, the New York Strips is one of the greatest meals of all time.",Vegetarianism
"We should not adopt vegetarianism because most people would be forced to rely on soy for protein without meat, which has hormones in it that are detrimental if consumed in excess.","The government should not take actions which put huge numbers of people out of work, which would be an inevitable outcome of enforced vegetarianism.",Vegetarianism
"A widespread shift to vegetarianism would have a massively negative impact on meat production, which is a large sector of the global economy.",People have eaten meat for the intire history and the health of the body depands on substances that are most easily acquired by meat.,Vegetarianism
"Most poor people around the world don't have access to meat alternatives, which means vegetarianism can hurt their health and food pleasure","Meat eating is am important part in many traditions holidays and religions,there for we can't adopt vegetarianism",Vegetarianism
"people shouldn't be vegetarian because us, and our ancestors, have been doing so for millions of years, that's the right way for us to live.",some people will loose the joy in eating. a joy that is known to be important for many people life's.,Vegetarianism
Eating meat is very enjoying to alot of people and a big part of their culture and life style. If we move to vegetarianism we will reduce human happiness.,Meat and fish are simply more tasty than food which is solely based on vegetarianism. Eating is a major pleasure of people and they should not give up the most tasty parts.,Vegetarianism
"Animals can be raised in more climates than individual types of vegetables, making food more accessible for dry, arid countries that do not adopt vegetarianism.","We should not adopt vegetarianism because given the propensity for waste in our society, it would not lead to significant environmental improvements.",Vegetarianism
"Many children develop eating disorders, which could be very dangerous. Vegetarianism sends a dangerous message that some food is wrong, and that can drive such disorders.","We should not adopt vegetarianism because it is possible to raise meat in a sustainable fashion, so total vegetarianism is unnecessary.",Vegetarianism
Attempting to enforce vegetarianism would create a black market for meat that has less safety regulation on the sale of meat and no protections for workers.,We should not adopt vegetarianism because people who do not want to be vegetarians should not be compelled to do so.,Vegetarianism
"Since unlike humans, farm animals are exteremely unlikely to do something significant in their lifetime, there is no moral or real world implication to an animal having a shorter life.","vegetarianism is morally wrong, because people have limited amount of time to spend, by focusing on animals they spend less time fighting for people who are harmed (child labor, etc)",Vegetarianism
"Meat is very healthy, for everyone, proven in many studies around the world over the last hundreds of years. vegetarianism takes away this opportunity from humans of getting healthier and stronger.","A lot of rights that apply to humans are not applied to animals (example, the right to vote); therefore the rights of humans to choose is more important than the rights of animals to live.",Vegetarianism
"A black market created by enforced vegetarianism would make it easier for more dangerous black markets, such as the drug and weapons markets, to find social acceptance and hide among less heinous markets.",Most banned substances have seen a greater use in society (as with alcohol in the US in the 1920s); by making a national policy adopting vegetarianism we risk increasing consumption and undermining our effort.,Vegetarianism
"Getting rid of all animal farms would destroy hundreds of thousands of jobs around the world, making vegetarianism dangerous.","Meat eating is am important part in many traditions holidays and religions,there for we can't adopt vegetarianism",Vegetarianism
"The government should not take actions which put huge numbers of people out of work, which would be an inevitable outcome of enforced vegetarianism.","Rights stem from one's relationship with the state, meaning a vegetarian conception of rights for animals is fundamentally illogical.",Vegetarianism
"Animals are easier to ship around the world, as they do not need to be slaughtered until they are received, leading to less spoilage, making vegetarianism worse for food preservation.",Most banned substances have seen a greater use in society (as with alcohol in the US in the 1920s); by making a national policy adopting vegetarianism we risk increasing consumption and undermining our effort.,Vegetarianism
Even if it is possiable to live a healthy life style without meat it is very difficult which means most people will live an unhealthy life style without meat.,Animals does not feel pain the way we do. Animal suffering is not the same as Human suffering and therefore it is not as immoral.,Vegetarianism
It's harder to get all the things you need for a balanced diet while being vegetarian.,People who support vegetarianism tend to preach in an annoying fashion; by ending that we could increase public happiness.,Vegetarianism
Meat provides healthy saturated fats that vegetarians don't get enough of and are important to immune and central nervous system functioning.,"Adopting vegan life can’t be forced on people,we need to give them the information and idea but not force vegetarian",Vegetarianism
"In order to alleviate the harms of meat production, vegetarianism is not required by most people, only the general reduction of meat consumption.","Eating meat is tasty, and eating tasty food is one of the greatest joys in life, therefore we shouldn't be vegetarians.",Vegetarianism
"vegetarianism is morally wrong because the many animals now in captive will be released and won't be able to live in nature, so they will die","In the world and society we have the food chain that relay on the idea that the stronger eat the weak, vegetarian lifestyle doesn’t make it happen",Vegetarianism
We should not adopt vegetarianism because this is a violation of personal autonomy,"Companies that ship or sell meat, such as butcher shops, would be destroyed if vegetarianism were enforced.",Vegetarianism
"Vegetarianism is prone to protein, vitamin B12, Zinc, and other important chemical deficiencies, making meat inclusive diets healthier.","Each person has thlive according to his way of life when it came, vegetarian view he needs the freedom to chose",Vegetarianism
"Many people feel better on a meat-inclusive diet, and people should do whatever makes them happy and functional, so they should only adopt vegetarianism if they want to (not because of social coercion).",The government is expressing power over people's bodies in an illegal way by removing a massive swath of potential food items from being considered by forcing vegetarianism on its citizens.,Vegetarianism
"Humans were born omnivores, so people should have the choice to do whatever they want and be able to eat meat.","Moral and rights are only true for humans, there for is not better to adopt vegetarianism",Vegetarianism
"We should not adopt vegetarianism because it would devastate communities that rely on livestock to bring in capital - like the entire country of Argentina, which depends heavily on beef.","Animals are a lot like ants, they are alive but do not live meaningful lives like humens, just like were allowed to kill ants we should be allowed to eat meat and not be vegetarian",Vegetarianism
People will be anemic and lack protein if there aren't readily accessible sources,There is no evidence that vegetarianism is healthier than eating meat.,Vegetarianism
You do not have to adopt vegetarianism to protect the environment. You can eat chicken that pollutes less or just eat a little meat.,People have eaten meat for the intire history and the health of the body depands on substances that are most easily acquired by meat.,Vegetarianism
We should not adopt vegetarianism because this is a violation of personal autonomy,Feeding humans is likely the most significant thing the animal can do anyway,Vegetarianism
Adopting vegetarianism will have a massive economic cost since you will lose all jobs and economic activity from the meat industry and it will not be replaced by crops.,"It is not immoral to eat animals because they are not members of our social constructs and do not have moral worth, therefore a meatless diet is not morally required.",Vegetarianism
"Rights stem from one's relationship with the state, meaning a vegetarian conception of rights for animals is fundamentally illogical.","Each person has thlive according to his way of life when it came, vegetarian view he needs the freedom to chose",Vegetarianism
"Although vegetables are cheaper, a lot of people don't know how to prepare filling and nutritious meals without meat, making vegetarianism unfeasible for many people.",adopting vegetarianism will create a black market of meet industry. the markets will be controlled by gangs similar to the prohibition period in 1930s.,Vegetarianism
"Humans require B12, which is only found in adequate amounts in meat, and supplements aren't absorbed by some individuals, making a vegetarian lifestyle unhealthy","Most poor people around the world don't have access to meat alternatives, which means vegetarianism can hurt their health and food pleasure",Vegetarianism
"Vegetarianism contributes to low bone density since there isn't enough calcium in the diet, which can cause long term issues with bone stability and strength.","We should not adopt vegetarianism because it will use up the political capital that could otherwise have gone to promoting renewable energy, which is more important to the environment.",Vegetarianism
"Most poor people around the world don't have access to meat alternatives, which means vegetarianism can hurt their health and food pleasure","In some areas (e.g., East Africa and other poor soil areas), livestock is the most efficient means of producing food.",Vegetarianism
Harvesting plants for vegetarianism takes a considerable amount of land and would likely lead to deforestation if animals could not be raised,"people shouldn't be vegetarian because us, and our ancestors, have been doing so for millions of years, that's the right way for us to live.",Vegetarianism
"Meat is a main source of protein and iron, therefore meat is a crucial part of a healthy dies and vegetarianism is unhealthy",Attempting to enforce vegetarianism would create a black market for meat that has less safety regulation on the sale of meat and no protections for workers.,Vegetarianism
We should not adopt vegetarianism because this is a violation of personal autonomy,"Moral and rights are only true for humans, there for is not better to adopt vegetarianism",Vegetarianism
"Adopting vegan life can’t be forced on people,we need to give them the information and idea but not force vegetarian",Animals does not feel pain the way we do. Animal suffering is not the same as Human suffering and therefore it is not as immoral.,Vegetarianism
"The meat industry hires millions of workers around the world and is the main source of income for many towns and cities, vegetarianism would jeopardize the livelihood of millions.","The government should not take actions which put huge numbers of people out of work, which would be an inevitable outcome of enforced vegetarianism.",Vegetarianism
"vegetarianism will harm our body, there are important things that are mostly found in meat that are hard to find alrenatives for (and those are pricier, which will harm the poor)","There are religion ceremonies that include eating meat, being vegeterian will make us unable to fully take a part in them, so we will feel out of the group, unwanted (and go against god's will).",Vegetarianism
"The meat industry hires millions of workers around the world and is the main source of income for many towns and cities, vegetarianism would jeopardize the livelihood of millions.",The government is expressing power over people's bodies in an illegal way by removing a massive swath of potential food items from being considered by forcing vegetarianism on its citizens.,Vegetarianism
"Soy, a major staple of the vegetarian diet due to being protein-rich, has many bad side effects like increasing estrogen levels and being high in glyphosate.",Some leaders of the vegetarian & vegan movements have committed literal acts of terrorism to push their agenda; a worldwide acceptance could be seen as bowing down to the method.,Vegetarianism
"Most people who adopt vegetarianism, do it without supervision and hurt themself beasue if it, for example lack of Iron or portion","We should not adopt vegetarianism because eating meat, even in more limited amounts than we do currently, makes people happy.",Vegetarianism
Eating a nutritionally balanced diet is easier if animal products are part of it,Meat is delicious and life is meant to be enjoyed.,Vegetarianism
"A black market created by enforced vegetarianism would make it easier for more dangerous black markets, such as the drug and weapons markets, to find social acceptance and hide among less heinous markets.","It is not immoral to eat animals because they are not members of our social constructs and do not have moral worth, therefore a meatless diet is not morally required.",Vegetarianism
"Vegetarian diets can only be healthy with rigorous planning and considerable spending, which is impossible for many working people around the world.","There are a lot of current legislative regulations that mandate ethical slaughter of animals, we just need to expand and enforce them instead of going vegetarian.",Vegetarianism
Most banned substances have seen a greater use in society (as with alcohol in the US in the 1920s); by making a national policy adopting vegetarianism we risk increasing consumption and undermining our effort.,"Even if animals have rights, it is clear that humans have rights of a higher order. Eating animals generates utility for humans - it is better to satisfy the entity with higher order rights.",Vegetarianism
Meat provides healthy saturated fats that vegetarians don't get enough of and are important to immune and central nervous system functioning.,"Rights stem from one's relationship with the state, meaning a vegetarian conception of rights for animals is fundamentally illogical.",Vegetarianism
Many cultures have traditions of eating meat; by banning eating meat you are hurting the rights of humans to express themselves.,We should not adopt vegetarianism because people who do not want to be vegetarians should not be compelled to do so.,Vegetarianism
"In food deserts, meat is more accessible than a diversity of vegetarian cuisine and ingredients.",Humans have a biological imperative to consume meat which should not be ignored through vegetarianism.,Vegetarianism
Harvesting plants for vegetarianism takes a considerable amount of land and would likely lead to deforestation if animals could not be raised,"In order to alleviate the harms of meat production, vegetarianism is not required by most people, only the general reduction of meat consumption.",Vegetarianism
"Many children develop eating disorders, which could be very dangerous. Vegetarianism sends a dangerous message that some food is wrong, and that can drive such disorders.","Eating meat is tasty, and eating tasty food is one of the greatest joys in life, therefore we shouldn't be vegetarians.",Vegetarianism
"Any sort of legal requirement for vegetarianism would be unjust, as the right to consume what one desires should be a fundamental right so long as it doesn't violate another person's bodily autonomy.","Animals might have the right not to excessively suffer, but not the right not to be eaten, this means that you don't need to adopt vegetarianism as long as you eat ethically sourced meat.",Vegetarianism
"Vegetarian diets don't have enough iron, calcium, and other minerals, making people more prone to disease and injury.","Agricultural crop fields also kill animals, so vegetarianism doesn't actually save animal life.",Vegetarianism
"In some areas (e.g., East Africa and other poor soil areas), livestock is the most efficient means of producing food.","Moral and rights are only true for humans, there for is not better to adopt vegetarianism",Vegetarianism
Many people believe meat tastes better than vegetables and they should be able to decide what they would want to eat and should not be forced to be vegetarian.,"vegetarianism is morally wrong because the many animals now in captive will be released and won't be able to live in nature, so they will die",Vegetarianism
"Vegetarianism contributes to low bone density since there isn't enough calcium in the diet, which can cause long term issues with bone stability and strength.","Humans were born omnivores, so people should have the choice to do whatever they want and be able to eat meat.",Vegetarianism
There are unique dietery benefits to meat consumption that are unavailable in any other way.,"Meat is part of many people's cultural and social traditions, making vegetarianism actively uncomfortable and foreign.",Vegetarianism
"Conditions in the meat industry have improved drastically, life in the wild or no life at all is in no way better for these animals therefore we dont harm animals and shouldnt be vegetarians",Meat and fish are simply more tasty than food which is solely based on vegetarianism. Eating is a major pleasure of people and they should not give up the most tasty parts.,Vegetarianism
"Individuals would likely neglect their animals or release them into the wild if they could no longer sell them because vegetarianism, where they would die of starvation, be eaten, or face an even crueler fate.",Meat and fish are simply more tasty than food which is solely based on vegetarianism. Eating is a major pleasure of people and they should not give up the most tasty parts.,Vegetarianism
"High quantities of soy, grain, starch, or any food common for vegetarians can have adverse health effects.",We should not adopt vegetarianism because it would create a huge backlash against sustainable living.,Vegetarianism
"Even though vegetarians avoid the hormones and antibiotics in meat, they still get very high doses of all the pesticides and herbicides that get doused over farmed plants.","In the world and society we have the food chain that relay on the idea that the stronger eat the weak, vegetarian lifestyle doesn’t make it happen",Vegetarianism
"We should not adopt vegetarianism because most people would be forced to rely on soy for protein without meat, which has hormones in it that are detrimental if consumed in excess.","Vegetarianism does not equate to having a healthy diet, as many people avoid eating meat but still eat many unhealthy things and have diets that are high in sugars, carbs, or fats.",Vegetarianism
We should not adopt vegetarianism because millions of peoples would lose their jobs if the meat industry went away,"We should not adopt vegetarianism because most people do not want to, and the legitimacy of a policy rests with the public will.",Vegetarianism
"A lot of rights that apply to humans are not applied to animals (example, the right to vote); therefore the rights of humans to choose is more important than the rights of animals to live.","The meat industry sustains a huge population of animals that are unfit to survive in the wild. If a large portion of the population becomes vegeterian, these animals will be killed.",Vegetarianism
"Food is an important part of cultural identity and adopting vegetarianism would be inconsistent with maintaining highly valued aspects of many cultures, identification with which forms a key element in many people's identity.","We value human life way more than we value the life of an aninal, therefore since eating meat is the healthier choice, we should prioritize it over the lives of the animals and object vegetarianism",Vegetarianism
"Meat is a main source of protein and iron, therefore meat is a crucial part of a healthy dies and vegetarianism is unhealthy",You do not have to adopt vegetarianism to protect the environment. You can eat chicken that pollutes less or just eat a little meat.,Vegetarianism
Vegetarianism is not healthy for pregnant woman because they don't get enough nutrients.,Meat is delicious and life is meant to be enjoyed.,Vegetarianism
"Individuals would likely neglect their animals or release them into the wild if they could no longer sell them because vegetarianism, where they would die of starvation, be eaten, or face an even crueler fate.",Some leaders of the vegetarian & vegan movements have committed literal acts of terrorism to push their agenda; a worldwide acceptance could be seen as bowing down to the method.,Vegetarianism
Problems with meat production should not be addressed by abandoning it completely; rather those concerned about animal welfare should work with farmers to make it more humane.,"Attempting to make vegetarianism law would create a criminal society where huge swaths of the population would refuse to follow the law, weakening faith in law and the power of government.",Vegetarianism
The meat and fish production industry provides a living to hundreds of thousands of people worldwide. Vegetarianism will take away they means of livelihood.,"This would collapse Latin American democracies (Brazil, Uruguay etc.), whose political configurations have already been weakened by anemic international economic growth for luxury food items (steak particularly)",Vegetarianism
"Vegetarianism is prone to protein, vitamin B12, Zinc, and other important chemical deficiencies, making meat inclusive diets healthier.","In food deserts, meat is more accessible than a diversity of vegetarian cuisine and ingredients.",Vegetarianism
"Vegetarianism is not healthy for human beings, as it lacks critical vitamins such as B12. People cannot be trusted to take such supplements instead of meat.","Meat is very healthy, for everyone, proven in many studies around the world over the last hundreds of years. vegetarianism takes away this opportunity from humans of getting healthier and stronger.",Vegetarianism
"Animals provide protein which humans would have difficulty securing otherwise. While other sources of protein exist, they tend to be more expensive and thus difficult to access for the poor.","We should not adopt vegetarianism because it will use up the political capital that could otherwise have gone to promoting renewable energy, which is more important to the environment.",Vegetarianism
The meat industry is employing millions of people who will lose their jobs if we forego meat at once. We should prioritize the meat industry human workers over animals.,Many people believe meat tastes better than vegetables and they should be able to decide what they would want to eat and should not be forced to be vegetarian.,Vegetarianism
adopting vegetarianism will result in realising all domesticated animal grown for the meet industry. the realising of the big amount of domesticated animals will hurt the wildlife balance.,"We should not adopt vegetarianism because it will use up the political capital that could otherwise have gone to promoting renewable energy, which is more important to the environment.",Vegetarianism
Eating a nutritionally balanced diet is easier if animal products are part of it,A majority of restaurants would shut down if they were forced to only serve vegetarian food.,Vegetarianism
Becoming vegetarian is unhealthy. Not eating meat increases the chances of anemia and malnutrition because of the lack of proteins and iron.,"Many cultures have meat based dishes which are important for their communities and the mechanisms by which they understand their history, which are inaccessible through vegetarianism.",Vegetarianism
"Animals provide protein which humans would have difficulty securing otherwise. While other sources of protein exist, they tend to be more expensive and thus difficult to access for the poor.","Meat is a major source of protein and other dietary needs, and vegetarianism would decrease the amount of these that the average person would consume.",Vegetarianism
"Animals provide protein which humans would have difficulty securing otherwise. While other sources of protein exist, they tend to be more expensive and thus difficult to access for the poor.","Vegetarians don't actually live longer, this statistic is due to the fact that a lot of people who go vegetarian are also healthy in other ways but cannot be attributed only to the diet.",Vegetarianism
Vegetarians are unable to get enough protein to live a healthy life and develop healthy muscle mass.,"Many religions require the consumption of meat on certain holy days, making enforced vegetarianism a violation of religious freedom.",Vegetarianism
"Vegetarian diets can only be healthy with rigorous planning and considerable spending, which is impossible for many working people around the world.",Our needs as humans are our primary concern and it is difficult to eat a balanced meal and get all the nutrients we need without eating animals.,Vegetarianism
It's harder to get all the things you need for a balanced diet while being vegetarian.,"Companies that ship or sell meat, such as butcher shops, would be destroyed if vegetarianism were enforced.",Vegetarianism
"Animal waste is an important tool for creating natural fertilizer and keeping land arable, which would be difficult to maintain under enforced vegetarianism.","people shouldn't be vegetarian because us, and our ancestors, have been doing so for millions of years, that's the right way for us to live.",Vegetarianism
"We should not adopt vegetarianism because most people would be forced to rely on soy for protein without meat, which has hormones in it that are detrimental if consumed in excess.",Some leaders of the vegetarian & vegan movements have committed literal acts of terrorism to push their agenda; a worldwide acceptance could be seen as bowing down to the method.,Vegetarianism
"Many cultures have meat based dishes which are important for their communities and the mechanisms by which they understand their history, which are inaccessible through vegetarianism.",adopting vegetarianism will create a black market of meet industry. the markets will be controlled by gangs similar to the prohibition period in 1930s.,Vegetarianism
"people shouldn't be vegetarian because us, and our ancestors, have been doing so for millions of years, that's the right way for us to live.",Animals does not feel pain the way we do. Animal suffering is not the same as Human suffering and therefore it is not as immoral.,Vegetarianism
"Animals are easier to ship around the world, as they do not need to be slaughtered until they are received, leading to less spoilage, making vegetarianism worse for food preservation.","Animals do not have any moral standing, since they are incapable of reciprocity and are not part of the social contract. Therefore, vegetarianism does not add any moral value.",Vegetarianism
"We should not adopt vegetarianism because some nutrients, like omega-3 acids, are hard to come by from sources other than meat.","We should not adopt vegetarianism because given the propensity for waste in our society, it would not lead to significant environmental improvements.",Vegetarianism
"Vegetarians don't actually live longer, this statistic is due to the fact that a lot of people who go vegetarian are also healthy in other ways but cannot be attributed only to the diet.","Animals are a lot like ants, they are alive but do not live meaningful lives like humens, just like were allowed to kill ants we should be allowed to eat meat and not be vegetarian",Vegetarianism
"Meat is part of many people's cultural and social traditions, making vegetarianism actively uncomfortable and foreign.",Many cultures have traditions of eating meat; by banning eating meat you are hurting the rights of humans to express themselves.,Vegetarianism
"Human being have evolved to be omnivores who eat both plants and meat, so it is both healthy and appropriate that we continue to behave in a way that is consistent with our evolution.","Animals are easier to ship around the world, as they do not need to be slaughtered until they are received, leading to less spoilage, making vegetarianism worse for food preservation.",Vegetarianism
"Conditions in the meat industry have improved drastically, life in the wild or no life at all is in no way better for these animals therefore we dont harm animals and shouldnt be vegetarians","Animals might have the right not to excessively suffer, but not the right not to be eaten, this means that you don't need to adopt vegetarianism as long as you eat ethically sourced meat.",Vegetarianism
"There are nutrients and vitamins that come predominantly from meat products, and people who abstain from them are likely to be less healthy.","Eating meat is tasty, and eating tasty food is one of the greatest joys in life, therefore we shouldn't be vegetarians.",Vegetarianism
Adopting vegetarianism will lead to millions of workers losing their jobs in the livestock industry around the globe.,Vegetarianism is not healthy for pregnant woman because they don't get enough nutrients.,Vegetarianism
"Vegetarianism does not equate to having a healthy diet, as many people avoid eating meat but still eat many unhealthy things and have diets that are high in sugars, carbs, or fats.",Problems with meat production should not be addressed by abandoning it completely; rather those concerned about animal welfare should work with farmers to make it more humane.,Vegetarianism
"Since unlike humans, farm animals are exteremely unlikely to do something significant in their lifetime, there is no moral or real world implication to an animal having a shorter life.",Animals does not feel pain the way we do. Animal suffering is not the same as Human suffering and therefore it is not as immoral.,Vegetarianism
You do not have to adopt vegetarianism to protect the environment. You can eat chicken that pollutes less or just eat a little meat.,"We should not adopt vegetarianism because it will use up the political capital that could otherwise have gone to promoting renewable energy, which is more important to the environment.",Vegetarianism
"We should not adopt vegetarianism because some nutrients, like omega-3 acids, are hard to come by from sources other than meat.","Animal waste is an important tool for creating natural fertilizer and keeping land arable, which would be difficult to maintain under enforced vegetarianism.",Vegetarianism
"Attempting to make vegetarianism law would create a criminal society where huge swaths of the population would refuse to follow the law, weakening faith in law and the power of government.","Without farms breeding and high yield species of cow, chicken, and pigs, these species would go extinct due to vegetarianism as they do not have adaptations to protect them in nature.",Vegetarianism
"Vegetarianism contributes to low bone density since there isn't enough calcium in the diet, which can cause long term issues with bone stability and strength.","Animals can be raised in more climates than individual types of vegetables, making food more accessible for dry, arid countries that do not adopt vegetarianism.",Vegetarianism
"This would collapse Latin American democracies (Brazil, Uruguay etc.), whose political configurations have already been weakened by anemic international economic growth for luxury food items (steak particularly)",Eating meat is very enjoying to alot of people and a big part of their culture and life style. If we move to vegetarianism we will reduce human happiness.,Vegetarianism
A majority of restaurants would shut down if they were forced to only serve vegetarian food.,"Each person has thlive according to his way of life when it came, vegetarian view he needs the freedom to chose",Vegetarianism
Many vegetarian diets are unhealthy and rely on highly processed food products whose manufacture contributes to climate change.,People will be anemic and lack protein if there aren't readily accessible sources,Vegetarianism
"Human being have evolved to be omnivores who eat both plants and meat, so it is both healthy and appropriate that we continue to behave in a way that is consistent with our evolution.","Even if animals have rights, it is clear that humans have rights of a higher order. Eating animals generates utility for humans - it is better to satisfy the entity with higher order rights.",Vegetarianism
"There are nutrients and vitamins that come predominantly from meat products, and people who abstain from them are likely to be less healthy.","Most people who adopt vegetarianism, do it without supervision and hurt themself beasue if it, for example lack of Iron or portion",Vegetarianism
"Any sort of legal requirement for vegetarianism would be unjust, as the right to consume what one desires should be a fundamental right so long as it doesn't violate another person's bodily autonomy.","Vegetarians don't actually live longer, this statistic is due to the fact that a lot of people who go vegetarian are also healthy in other ways but cannot be attributed only to the diet.",Vegetarianism
Cultures that evolved through fishing and local harvest would be devastated if they could not consume meat and were forced to be vegetarians.,"We should not adopt vegetarianism because it is possible to raise meat in a sustainable fashion, so total vegetarianism is unnecessary.",Vegetarianism
"Most people who adopt vegetarianism, do it without supervision and hurt themself beasue if it, for example lack of Iron or portion","Rights stem from one's relationship with the state, meaning a vegetarian conception of rights for animals is fundamentally illogical.",Vegetarianism
"Farm animals destroy biodiversity by grazing on local plants, leading to the extinction for all but the most common plants. Vegetarian harvesting does not.","the more people adobt vegetarianism the greater the pressure to create good alternatives, which means we will actually gain culinary options. ",Vegetarianism
"As long as you get enough plant based protein, the vegetarian diet is more heart healthy due to lower cholesterol and other bad substances found in meat. ","Vegetarian nutrition is good for the human, they can get and eat food that it’s sorce come from natural and still to have the vetamens that they need.",Vegetarianism
"We should adopt vegetarianism because the livestock industry facilitates the spread of disease from animals to people, such as the avian flu or SARS.",It is immoral to harm another being and whether or not animals intrinsically have rights is secondary to the fact that we should act as moral beings.,Vegetarianism
"It can be psychologically damaging to spend the entire workday slaughtering animals, which is avoidable under vegetarianism.","If vegetarianism is more widespread, cultures which practice it are less likely to face discrimination.",Vegetarianism
"The meat industry is responsible for a large part of global CO2 emmissions. If a large portion of the population becomes vegetarian, this will be significantly reduced.","Breathing and maintaining animals for mead consumption creates huge environmental damages.

Vegetarianism would reduce dramatically the amount of drinking water consumed and release a great deal of land for other uaes",Vegetarianism
Meat processing plants are more dangerous than plant facilities for vegetarians due to the need for industrial slicing and packing instruments.,"Being forced to breed is a rights violation for all animals who are selectively bred in animal agriculture, which doesn't occur in vegetarianism.",Vegetarianism
We should adopt vegetarianism because it is healthier than the conventional omnivore diets common in western countries.,Eating animals such as cows and sheep is immoral and is equivalent to murder. Vegitarianism is obviously more moral. ,Vegetarianism
"Animals grown for food will often eat entire grasslands out of existence and require more land to be deforested for grazing which leads to the extinction of diverse plant and animal species, vegetarianism prevents this. ","Voices must be silenced sometimes to achieve universal ethical standards or to allow societies to move forward. Example: team leaders decide for the entire team, even when there are opinion differences. vegetarianism should be compulsory.",Vegetarianism
We should adopt vegetarianism because as a society we know that it is wrong to mistreat animals,We should adopt vegetarianism because raising and slaughtering sentient creatures for pleasure is evil.,Vegetarianism
Vegetarianism would help to alleviate the widespread deforestation that is caused by meat production in many regions of the world. ,"Going vegetarian will raise awareness about and reduce cruelty to animals, and ending the suffering of sentient beings is inherently good. ",Vegetarianism
"Meat production in its modern form is cruel to animals and causes significant suffering, and therefore should be abandoned. ","Many processed foods contain animals products like gelatin, which are very unhealthy and not available in vegetarianism.",Vegetarianism
The meat industry requires more plants per unit of energy gained by eating than plant based diets do. Vegetarianism therefore means less production - less production means less pollution,Vegetarian food is very very tasty. The constraint of giving up meat causes vegetarians to invent original and interesting food that those who have not adopted vegetarianism will not think to trying.,Vegetarianism
The mass-scale raising and slaughtering of animals causes a lot of unnecessary suffering and death.,"Hunters pollute their environments when they leave shells and trash in nature, which would not occur in vegetarianism.",Vegetarianism
"Meat is more expensive than fruits and vegetables, therefore people who adopt vegetarianism will have more money","the more people adobt vegetarianism the greater the pressure to create good alternatives, which means we will actually gain culinary options. ",Vegetarianism
The increased demand for meat products led to the industrialization of livestock raising. This has resulted in the increased instances of antibiotic use ans thus the creation of antibiotic resistant super-viruses. ,"Because meat is not necessary for a healthy diet, the death and cruelty towards animals caused by meat production is unjustified, and therefore adoption vegetarianism is the moral action.",Vegetarianism
